id,name,che_number,region_town,region_canton,regionId,recipientIds,grantIds,scope1Ids,scope2Ids,innochainIds,educhainIds,coords,website
309,LARIX FOUNDATION. Innovation matters. Switzerland,CHE-204.954.336,Bern,Bern,4,3,2,1,"1,2","1,2",,"46.9491313,7.4453505",
310,Wilhelm Doerenkamp-Stiftung,CHE-109.613.882,Chur,Graubünden,5,"1,2","1,4","1,2","1,2","1,2","5,6,7","46.8636345,9.5309489",
311,Fondazione Stella Chiara,CHE-471.031.246,Comano,Ticino,4,3,2,"1,2","1,2","1,2,3,4,5,6",8,"46.0376064,8.9577077",
312,Mary Haid-Ohlson Stiftung,CHE-112.700.493,Pfäffikon SZ,Schwyz,5,"1,2","1,2,3,4","1,2",2,"1,2","2,3,4,5,6,7","47.2017861,8.7782898",
313,"ESPERIA - Stiftung für Kultur, Bildung und Wissenschaft",CHE-113.887.023,Zürich,Zürich,5,1,4,"1,2",1,"2,3,4,5,6","5,6,7","47.3759690,8.5368620",http://www.esperia-foundation.org/
314,Stiftung Drs. Werner und Louise Greuter-Briner,CHE-113.359.416,Winterthur,Zürich,5,"2,3",2,2,2,,"1,2,3,4,5,6,7,8","47.5052494,8.7243270",
315,Frey-Clavel-Stiftung,CHE-101.792.798,Basel,Basel-Stadt,2,"1,2,3","1,2,4",1,2,"1,2",,"47.5531664,7.5930150",
316,Fondation de la Société Neuchâteloise de Sciences Economiques,CHE-109.845.145,Neuchâtel,Neuchâtel,3,"1,3","2,3,4,5","1,2","1,2","1,2,3,4,5,6","5,7","46.9894962,6.9308822",http://www.snse.ch/snse-historique
317,FONDATION VINCENT MERKLE,CHE-349.560.419,Fribourg,Fribourg,4,"1,2,3,4","1,2,3,4","1,2","1,2","1,2,3,4,5,6",8,"46.8020814,7.1534678",http://www.fondation-vm.ch/fr
318,The Aurora Light Foundation,CHE-115.298.458,Klosters,Graubünden,5,"1,3","2,4","1,2","1,2","2,3,4,5,6",8,"46.8705522,9.8867170",http://auroralightfoundation.com/
319,FONDAZIONE SORRISO,CHE-232.971.943,Chiasso,Ticino,3,1,"2,4","1,2","1,2","1,2,3,4,5,6","4,5,6","45.8358686,9.0288700",
320,TRESTLE Group Stiftung,CHE-112.641.407,Diessenhofen,Thurgau,5,3,2,2,"1,2",,"4,5,6","47.6838377,8.7534642",
321,FONDAZIONE EVEREST LUGANO,CHE-115.991.252,Lugano,Ticino,5,"1,2,3,4","1,2,3","1,2","1,2","1,2,3,4",4,"46.0062624,8.9593058",http://www.everest-fondazione.ch/
322,Präventionsstiftung der Kantonalen Gebäudeversicherungen,CHE-110.093.995,Bern,Bern,4,"1,2,3,4",2,1,1,,,"46.9466751,7.4411938",http://www.praeventionsstiftung.ch
323,Immobilienstiftung Rudolf Steiner Schulen Zürich (ImmoRSS),CHE-256.012.571,Zürich,Zürich,1,2,1,2,"1,2",,"1,2,3,4","47.3727873,8.5544208",https://www.immorss.ch/
324,Novartis Stiftung für Mensch und Umwelt,CHE-110.409.319,Basel,Basel-Stadt,6,"3,4",1,2,2,,8,"47.5731486,7.5792042",
325,Stiftung für Naturschutz und Wild,CHE-112.931.851,Basel,Basel-Stadt,5,"2,3","1,2",1,2,"1,2",,"47.5594033,7.5887743",
326,Fondation Edmond Adolphe de Rothschild,CHE-101.795.880,Chambésy,Genève,5,3,"1,2,3,4,5","1,2","1,2",,"2,3,4,5,6,7,8","46.2346029,6.1393814",http://www.edrfoundations.org/default-fr.aspx
327,Impact Corner - Stiftung,CHE-193.893.094,Zürich,Zürich,5,"1,2,3","1,2,4",2,2,,"1,2,3,4,5,6,7,8","47.3573515,8.5525622",
328,FONDAZIONE Pierina Maria Storni,CHE-113.809.595,Sala Capriasca,Ticino,3,"2,3,4",1,2,"1,2",,"2,3,4,5,6,7","46.0655560,8.9563890",
329,ELIBERT STIFTUNG,CHE-423.964.069,Heiden,Appenzell Ausserrhoden,3,"1,4","1,4",2,"1,2",,"4,5,6,7","47.4463277,9.5297241",
330,Fondazione BPO,CHE-110.441.346,Champfèr,Graubünden,5,1,4,"1,2","1,2","1,2","4,5,6,7","46.4784800,9.8114300",
331,Schweizerischer Nationalfonds zur Förderung der wissenschaftlichen Forschung,CHE-107.810.911,Bern,Bern,5,1,"2,4","1,2","1,2","1,2","5,6,7","46.9492172,7.4324107",http://www.snf.ch/de/Seiten/default.aspx
332,Bühlmann-Kühni Stiftung,CHE-115.286.449,Biel-Benken,Basel-Landschaft,5,"2,3","1,2",1,"1,2","1,2",,"47.5103259,7.5248396",
333,Wilsdorf Mettler Future Foundation,CHE-473.801.707,Pfäffikon SZ,Schwyz,6,"1,2,3,4",2,"1,2",2,"1,2,3,4,5,6","1,2,3,4,5,6,7,8","47.1972903,8.7649705",
334,Fonds de bourses jurassien et biennois,CHE-109.233.775,Biel/Bienne,Bern,3,1,4,2,"1,2",,"4,5,6,7","47.1338107,7.2428711",http://www.fbjb.ch
335,UZH Foundation,CHE-400.779.791,Zürich,Zürich,1,2,1,"1,2","1,2","2,3,4,5,6",5,"47.3796180,8.5469569",http://www.uzhfoundation.ch/de/
336,Scholar Support Fund,CHE-492.550.291,Zug,Zug,5,1,4,2,"1,2",,"4,5,6","47.1716313,8.5167062",
337,Stiftung GREATER ZURICH AREA Standortmarketing,CHE-109.325.957,Zürich,Zürich,3,4,1,1,1,"1,2,3,4,5,6",,"47.3755943,8.5436662",https://www.greaterzuricharea-stiftung.ch/oeffentliche-stifter/
338,Meyer-Ravenna Stiftung,CHE-110.541.249,Zürich,Zürich,5,"1,2,3","2,4",1,"1,2","1,2",,"47.3764580,8.5578353",
339,Werner Steiger Stiftung,CHE-104.426.700,Untersiggenthal,Aargau,5,"1,2,3,4","1,4","1,2","1,2","2,3,4","5,6,7","47.5000870,8.2656862",
340,Stiftung Lauerzersee,CHE-103.992.210,Schwyz,Schwyz,2,"2,3",2,"1,2",2,"1,2",8,"47.0124072,8.6576729",http://www.pronatura-sz.ch/lauerzersee
341,Fondation Pier-Luigi Giovannini,CHE-110.294.281,Fribourg,Fribourg,5,"1,2,3",2,2,"1,2",,8,"46.8000933,7.1514846",
342,Béatrice Ederer-Weber Stiftung,CHE-263.055.172,Zürich,Zürich,5,"1,3",2,"1,2",2,1,8,"47.3617566,8.5490930",http://www.ederer-stiftung.ch/startseite
343,Stiftung Seemuseum,CHE-107.498.386,Kreuzlingen,Thurgau,5,"2,3",2,"1,2",2,"1,2",8,"47.6487513,9.1893349",http://www.seemuseum.ch/
344,Fondation Dimitris N. Chorafas,CHE-110.392.771,Luzern,Luzern,4,1,5,1,"1,2","1,2,3,4,5,6",,"47.0540097,8.3096367",http://research-office.epfl.ch/chorafas
345,Stiftung SoliWerk,CHE-112.179.969,Almens,Graubünden,4,"2,3,4","2,3","1,2","1,2","1,2,3,4,5,6","1,2,3,4,5,6,7","46.7394742,9.4659578",http://stiftung.soliwerk.ch/
346,earthbeat solutions foundation,CHE-407.899.120,Zürich,Zürich,5,"3,4","1,2,3",2,2,,8,"47.3730646,8.5350538",
347,Fondazione Carla e Bruno Fabbroni,CHE-110.484.982,Lugano,Ticino,2,3,2,"1,2","1,2","1,2",8,"46.0089913,8.9557929",
348,Fondation Les Cerlatez,CHE-107.490.315,Saignelégier,Jura,3,"1,2,3,4",2,2,2,,8,"47.2432941,7.0282920",http://www.centre-cerlatez.ch/
349,Wolfermann-Nägeli-Stiftung,CHE-110.392.251,Zürich,Zürich,4,2,2,1,"1,2","1,2",,"47.3681441,8.5393976",
350,Stiftung Swiss Excellence,CHE-110.554.766,Zürich,Zürich,4,4,"2,5",1,"1,2","3,4,5,6",,"47.3725085,8.5384723",http://swiss-excellence.ch/
351,Fondazione Carlo e Albina Cavargna,CHE-110.412.830,Biasca,Ticino,2,1,"2,4","1,2","1,2",1,"5,7","46.3610582,8.9819228",
352,Walder-Graf-Stiftung,CHE-379.754.483,Feldbach,Zürich,4,1,4,2,"1,2",,"4,5,6","47.2401393,8.7840313",
353,Fondation Nadine de Rothschild,CHE-110.391.369,Genève,Genève,5,"1,2,3,4","1,2,3,4,5","1,2","1,2",,"2,3,4,5,6,7,8","46.2028384,6.1547776",http://www.edrfoundations.org/default-fr.aspx
354,Stiftung zur internationalen Erhaltung der Pflanzenvielfalt,CHE-109.667.116,Brunnen,Schwyz,5,"1,2,3,4",2,1,2,"2,3",,"47.0038156,8.6031529",
355,"SST, SCHWEIZERISCHE STIFTUNG FÜR SOLIDARITÄT IM TOURISMUS",CHE-109.526.384,Basel,Basel-Stadt,5,"1,2,3,4","1,2,5","1,2",2,2,"2,3,4,5,6,7,8","47.5512346,7.5682797",http://www.sstfoundation.org/de
356,"Cooperaxion, Stiftung für nachhaltige Entwicklung und interkulturellen Austausch",CHE-112.566.591,Bern,Bern,5,3,1,2,2,,"2,3,4,8","46.9543566,7.4497593",http://www.cooperaxion.org
357,Stiftung Innovation Emmental-Napf,CHE-112.153.125,Eggiwil,Bern,2,"3,4",2,"1,2",2,1,8,"46.8981958,7.7712548",http://www.stiftung-innovation.ch
358,Fondation Ecojardinage,CHE-245.835.344,Essert-s-Champvent,Vaud,4,"1,2,3,4","4,5",2,2,,7,"46.7911571,6.5859181",https://www.ecojardinage.ch/la-fondation/qui-sommes-nous/
359,Oak Foundation,0,Cointrin,Genève,5,"1,2,3,4",2,"1,2",2,1,8,"46.2237547,6.1094253",http://oakfnd.org/content/8233
360,Rainbows4children Stiftung,CHE-111.732.734,Lachen,Schwyz,5,"1,2","3,4",2,1,,"1,2,3,4,5","47.1867723,8.8544917",http://www.rainbows4children.org/
361,Fondation Jardin botanique scientifique et universitaire de Neuchâtel,CHE-113.678.092,Neuchâtel,Neuchâtel,3,4,1,"1,2",2,1,8,"47.0001364,6.9346864",http://www.jbneuchatel.ch/historique
362,Organic World Foundation,CHE-337.064.036,Zug,Zug,5,"3,4","1,2","1,2","1,2","1,2,3,4,5,6","7,8","47.1772912,8.5176576",https://www.organicworldfoundation.ch/
363,Europäische Umwelt-Stiftung,CHE-256.457.660,Basel,Basel-Stadt,5,"1,2,3,4","1,2,3,4,5","1,2","1,2",1,8,"47.5532109,7.5923838",https://www.european-environment-foundation.eu/
364,Detas Foundation,CHE-265.701.729,Verbier,Valais,5,"1,2,3,4","2,4",2,2,,8,"46.1006852,7.2259308",
365,Jubiläumsstiftung Georg Fischer,CHE-109.799.462,Schaffhausen,Schaffhausen,5,"1,2,3,4",2,1,2,"2,3,4,5,6",,"47.7083935,8.6437812",https://www.georgfischer.com/content/gf/com/en/UeberGeorgFischer/foundations.html
366,Fondation Philanthropia (Philanthropia foundation),CHE-114.255.877,Genève,Genève,5,"1,2,3,4",1,"1,2",2,1,8,"46.2029913,6.1435832",http://www.fondationphilanthropia.org/?lang=fr
367,Walters Kundert Stiftung,CHE-115.762.527,Zürich,Zürich,5,"1,2,3,4",2,"1,2","1,2","1,2","4,5,6","47.3683771,8.5364436",
368,Foundation for Global Sustainability (FFGS),CHE-113.966.792,Zürich,Zürich,5,"1,2,3,4",2,1,"1,2","2,3,4,5,6",,"47.3771031,8.5334746",http://cleantech21.org/index.php?id=289
369,Fondation Odeon,CHE-100.311.788,Genève,Genève,5,"1,2,3,4",1,1,"1,2","1,2",,"46.2012814,6.1419784",
370,SWF Stiftung für wissenschaftliche Forschung,CHE-101.893.784,Zürich,Zürich,4,"1,2","2,5",1,"1,2","1,2",,"47.3625255,8.5514523",
371,Robert Bider-Stiftung,CHE-115.282.575,Zürich,Zürich,5,"1,2,3","2,4","1,2","1,2","1,2","1,2,3,4,5,6,7,8","47.3646007,8.5490789",
372,Empathie-Stiftung für Tiere und Umwelt,CHE-166.768.061,Bad Zurzach,Aargau,5,"1,2,3,4","1,2,4","1,2",2,"1,2,3,4,5,6","1,2,3,4,5,6,7,8","47.5863575,8.2885381",
373,ETH Zürich Foundation,CHE-110.182.216,Zürich,Zürich,2,"1,2","2,4","1,2","1,2","1,2",5,"47.3790419,8.5440289",https://www.ethz-foundation.ch/
374,Doris Dietschy und Denise Dietschy-Frick-Stiftung,CHE-141.803.008,Basel,Basel-Stadt,3,"2,3",1,"1,2","1,2","1,2",5,"47.5529591,7.5918856",
375,"Fondazione di solidarietà della Loggia Massonica ""Brenno Bertoni""",CHE-110.387.913,Lugano,Ticino,3,1,4,2,"1,2",,"5,6","46.0073501,8.9525451",http://www.brennobertoni.ch/storia.html
376,Stiftung Naturzentrum Glarnerland,CHE-113.900.698,Niederurnen,Glarus,3,"1,2,3,4",2,2,2,,8,"47.1245944,9.0565862",https://www.naturzentrumglarnerland.ch/%C3%BCber-uns/stiftung/
377,Stiftung in honorem divinae sapientiae,CHE-110.522.192,Schwarzenberg,Luzern,5,"2,4",2,1,"1,2","1,2,3,4,5,6",,"47.0192475,8.1761207",
378,Asmallworld Foundation,CHE-392.883.160,Zürich,Zürich,5,3,1,2,2,,"2,3","47.3510517,8.5605738",http://www.asmallworldfoundation.org/
379,SESIG Stiftung,CHE-110.388.410,Adliswil,Zürich,3,"1,2,3,4",2,"1,2","1,2","3,4,5,6","4,5,6","47.3263500,8.5303766",
380,Stiftung Netzwerk Bielersee,CHE-113.920.815,Biel/Bienne,Bern,4,"1,2,3,4",2,2,2,,8,"47.1386356,7.2454705",http://www.netzwerkbielersee.ch/de/
381,Schweizerische Stiftung für Landschaftsarchitektur (SLA),CHE-110.410.529,Rapperswil,St. Gallen,4,1,5,"1,2",2,1,5,"47.2236318,8.8180845",https://www.sla-stiftung-landschaftsarchitektur.ch/
382,Stiftung Zoodo,CHE-112.200.730,Wolfenschiessen,Nidwalden,5,"1,3",2,2,"1,2",,"2,3,4,5,6,7","46.9105324,8.4001230",http://www.zoodo.ch/
383,Fondazione Internazionale Carli'n,CHE-267.282.181,Ascona,Ticino,5,1,2,1,"1,2","1,2,3,4,5,6",,"46.1561037,8.7700085",http://www.fondazionecarlin.com/
384,Schweizerische Studienstiftung Fonds für begabte junge Menschen,CHE-110.400.620,Zürich,Zürich,4,1,4,2,"1,2",,5,"47.3675216,8.5547995",https://www.studienstiftung.ch/
385,Fondation LAC,CHE-362.889.838,Veytaux,Vaud,4,"1,2,3,4",2,"1,2",2,"1,2,3,4,5,6",8,"46.4208130,6.9254603",
386,Dr. Franz Käppeli Stiftung,CHE-326.663.422,Geltwil,Aargau,2,"1,2,3,4","1,2,3,4","1,2","1,2","1,2,3,4,5,6","4,5,6,7","47.2492718,8.3222253",
387,Stiftung éducation21,CHE-334.292.233,Bern,Bern,4,2,2,2,2,,"2,3,4,7","46.9436347,7.4362290",http://www.education21.ch/en/home
388,Stiftung Inspire,CHE-114.540.579,Zürich,Zürich,4,4,1,"1,2","1,2","2,3,4,5,6","5,6,7,8","47.3901869,8.5158465",
389,CEB Trust Fund,CHE-111.779.434,Genève,Genève,5,"1,2,3,4",2,"1,2","1,2","1,2,3,4,5,6",8,"46.2020119,6.1602564",
390,Fondation Guilé,CHE-109.989.034,Boncourt,Jura,5,4,2,2,2,,8,"47.4991348,7.0195164",http://www.guile.org/
391,Hurt-Stiftung,CHE-115.066.787,Ennetbürgen,Nidwalden,4,1,4,"1,2",2,"2,3,4,5,6",8,"46.9853085,8.4081028",http://hurt-stiftung.org/
392,Beat und Dieter Jutzler-Stiftung,CHE-110.397.923,Münchenbuchsee,Bern,4,"1,2,3,4",2,"1,2","1,2","1,2,3,4,5,6",5,"47.0205965,7.4503536",
393,Stiftung zur Förderung des landwirtschaftlichen Bildungswesens,CHE-110.389.616,Brugg AG,Aargau,4,2,"1,2,3",2,2,,"4,5,6,7","47.4842317,8.2047270",
394,Fondation ProTechno (ProTechno Stiftung) (ProTechno Foundation),CHE-110.636.111,Neuchâtel,Neuchâtel,4,"1,3","1,3,4","1,2","1,2","1,2,3,4,5,6",8,"46.9914936,6.9302206",
395,TONI HAGEN STIFTUNG (SCHWEIZ),CHE-109.672.442,Sils/Segl Maria,Graubünden,5,3,2,2,2,,8,"46.4293911,9.7645858",http://tonihagen-stiftung.ch/
396,Happel Foundation,CHE-112.737.007,Luzern,Luzern,5,"1,3","2,4",2,2,,8,"47.0503196,8.3118311",
397,Rotary Stiftung am Greifensee,CHE-109.588.037,Mönchaltorf,Zürich,5,"1,2,3,4","2,4",2,2,,"4,5,6","47.3113307,8.7182806",
398,Gewerbe-Stiftung,CHE-377.291.928,Basel,Basel-Stadt,2,"1,4",2,"1,2","1,2","3,4,5,6","4,6,7,8","47.5523919,7.5915596",http://gewerbestiftung.ch/
399,Stiftung Veronika Leutwyler,CHE-110.270.748,Zürich,Zürich,5,"1,2,3","1,2,4",2,"1,2",,"2,3,4","47.3791004,8.4945732",
400,René Lanz Stiftung,CHE-293.547.824,Muri b. Bern,Bern,5,"1,2,3,4","1,2,3,4",2,"1,2",,"2,3,4,5,6","46.9263948,7.4964840",
401,Global Institute for New Energy Technologies (GIFNET),CHE-110.271.328,Genève,Genève,5,"1,2,3,4",2,1,"1,2","1,2,3,4,5,6",,"46.2070181,6.1442955",
402,Jura-Stiftung für Sediment- und Strukturgeologie,CHE-114.412.214,Zürich,Zürich,5,"1,2,3,4","2,4","1,2",2,1,5,"47.3681441,8.5393976",
403,Stiftung des Rotary Clubs Oerlikon,CHE-109.070.680,Zürich,Zürich,5,"1,3","1,2,4",2,2,,8,"47.3929867,8.5153728",
404,Fondation Montagu,CHE-110.401.950,Zürich,Zürich,5,"2,3","2,3",2,2,,"2,3,8","47.3640340,8.5465866",http://www.fondationmontagu.org/
405,Arcanum Stiftung (Fondation Arcanum) (Fondazione Arcanum) (Foundation Arcanum),CHE-112.456.910,Fribourg,Fribourg,5,3,"1,2",2,"1,2",,8,"46.7962176,7.1523274",http://arcanum-stiftung.ch/fr/
406,PARACELSUS FOUNDATION,CHE-113.503.630,Lugano,Ticino,5,"2,3,4",2,"1,2",2,"1,2",5,"46.0096885,8.9540432",
407,medicalHELP.ch Stiftung,CHE-393.577.990,Zofingen,Aargau,6,"1,2,3,4",2,"1,2","1,2",2,"4,5,6,7","47.2978160,7.9515446",
408,DEGIRMENKAYA-STIFTUNG,CHE-110.145.623,Liestal,Basel-Landschaft,5,"1,3","2,4",2,2,,"4,5,6,8","47.4758269,7.7255229",
409,"Stiftung zur Förderung von Technologiemanagement, Technologiepolitik und Technologietransfer",CHE-102.033.436,St. Gallen,St. Gallen,2,2,1,"1,2","1,2",2,5,"47.4316121,9.3746170",
410,Richard Büchner-Stiftung zur Förderung der wirtschafts- und sozialwissenschaftlichen Forschung,CHE-110.616.752,Zürich,Zürich,6,"1,2","2,4","1,2",2,"1,2","5,6","47.4109145,8.5406832",
411,Posen Stiftung,CHE-109.812.192,Luzern,Luzern,6,"1,2","1,4","1,2","1,2","1,2","1,2,3,4,5,6,7","47.0529545,8.3057740",
412,Konrad Heinrich Auer-Stiftung,CHE-109.511.017,Netstal,Glarus,3,1,"4,5","1,2","1,2","1,2",5,"47.0557608,9.0539850",
413,Fondation Lunt (Lunt Foundation),CHE-436.652.053,Fribourg,Fribourg,5,"2,3,4","1,2,3","1,2",2,"1,2,3,4,5,6",8,"46.8039881,7.1549882",http://luntfoundation.org/
414,Stiftung Ammann von Wittenwil,CHE-110.398.839,Wittenwil,Thurgau,3,"1,2,3,4",2,2,2,,"4,5,6,7","47.5029349,8.9244667",
415,King Albert I Memorial Foundation,CHE-109.705.550,Zürich,Zürich,5,"1,3",5,1,2,2,,"47.3981118,8.5257797",http://www.king-albert.ch/
416,Alpine Foundation for Life Sciences,CHE-112.363.237,Olivone,Ticino,5,"1,2,3,4",2,"1,2",2,"1,2","3,4,5,6,7","46.5300000,8.9400000",http://fasv.ch/
417,Stiftung e-vision,CHE-113.999.834,Zürich,Zürich,5,"2,3","1,2",2,"1,2",,"2,3,4,5,6,7","47.3698308,8.5438325",
418,Santiago Aebi Stiftung,CHE-436.309.649,Bern,Bern,5,"1,2,3,4",,"1,2","1,2","3,4,5,6","4,5,6,7","46.9471608,7.4434662",
419,Stiftung zur Förderung der Textilindustrie (SFT),CHE-109.826.142,Zürich,Zürich,4,"2,4",2,1,2,2,,"47.3664798,8.5367857",
420,Tree Of Life International Foundation,CHE-115.526.582,Lugano,Ticino,5,3,2,2,2,,"1,2,3","46.0076473,8.9575956",http://www.treeoflifeinternational.ch/?lang=de
421,Stiftung Ulmus,CHE-112.753.124,Zürich,Zürich,6,3,"1,2",2,"1,2",,"4,5,6","47.3588427,8.5897557",
422,Stiftung der Ortsbürgergemeinde St.Gallen,CHE-217.827.701,St. Gallen,St. Gallen,1,"1,3","1,2,4","1,2",2,1,8,"47.4238383,9.3762108",http://www.ortsbuerger.ch/
423,Schweizer Stiftung Bildungsanker,CHE-196.116.590,Disentis/Mustér,Graubünden,5,1,2,2,"1,2",,4,"46.7071107,8.8550511",http://www.bildungsanker.ch/
424,Messerli-Stiftung,CHE-114.482.976,Sörenberg,Luzern,5,"1,3","2,4",1,2,"1,2",,"46.8136550,7.9959100",http://www.berggasthaus-salwideli.ch/messerli-stiftung/
425,"JANE GOODALL INSTITUT SCHWEIZ - STIFTUNG FÜR FORSCHUNG, BILDUNG UND UMWELTSCHUTZ",CHE-114.404.456,Zürich,Zürich,5,"2,3","2,3","1,2",2,"1,2","1,2,3,4,5,6,7,8","47.3978168,8.5505743",
426,Martinshorn Foundation,CHE-114.874.951,Frauenfeld,Thurgau,5,4,"2,3,4",2,2,,"2,3,4,5,6,7,8","47.5513446,8.9148069",
427,Ernst und Annelies Grossenbacher-Güntzel-Stiftung,CHE-110.194.604,St. Gallen,St. Gallen,4,"1,2,3","2,4","1,2",2,"1,2","4,5,6,7,8","47.4343860,9.3813459",
428,Schweizerische Stiftung der Kakao- und Schokoladewirtschaft,CHE-109.387.088,Bern,Bern,5,"1,2,3,4",3,"1,2","1,2",2,"2,3,4,6,7,8","46.9469897,7.4470390",
429,"Oekopolis Stiftung für interdisziplinäre Information, Innovation und Projektgestaltung im Beziehungsfeld Energie-Technik-Natur",CHE-109.950.138,Zürich,Zürich,4,"1,2,3,4",2,1,"1,2","3,4,5,6",,"47.3803563,8.5005467",
430,Naturwaldstiftung,CHE-109.325.696,Zürich,Zürich,3,"1,2,3,4",2,2,2,,8,"47.3976561,8.5080981",
431,Good Energies Foundation ,CHE?113.910.604,Zug,Zug,5,"1,2,3,4",2,1,"1,2","2,3,4,5,6",,"47.1745298,8.5123869",https://www.goodenergies.org/
432,GLOBAL FOUNDATION FOR LIFE SCIENCES,CHE-110.408.461,Fribourg,Fribourg,4,2,3,"1,2",2,1,8,"46.8068818,7.1624845",
433,Heinz Kaiser Stiftung,CHE-110.593.192,Zürich,Zürich,3,"1,2","2,4","1,2","1,2","1,2","2,3,4,5,6,7","47.3625255,8.5514523",
434,Fondation CINTCOM,CHE-203.992.601,Vernier,Genève,4,"2,3,4",2,1,"1,2","1,2,3,4,5,6",,"46.2189251,6.0875999",
435,Fondation Werner Buser,CHE-110.110.524,Bonfol,Jura,4,"1,2,3,4",2,"1,2",2,"2,3,4,5,6",8,"47.4759769,7.1527006",
436,The TreadRight Foundation,CHE-114.006.831,Cointrin,Genève,5,3,"1,2","1,2",2,"1,2,3,4,5,6",8,"46.2237547,6.1094253",https://www.treadright.org/
437,Lorange Institute of Business Zurich Foundation,CHE-291.746.560,Horgen,Zürich,5,"1,2,4","2,4","1,2","1,2","1,2,3,4,5,6","5,6,7,8","47.2573491,8.6089703",
438,Stiftung Startfeld,CHE-273.397.036,St. Gallen,St. Gallen,2,4,1,1,"1,2","1,2,3,4,5,6",,"47.4121877,9.3408256",http://www.startfeld.ch/
439,Fondazione Filantropica Danilo e Luca Fossati,CHE-109.988.075,Massagno,Ticino,5,"1,3",2,2,2,,"1,2,3,4,5,6,7","46.0129779,8.9432062",http://www.fondazionefossati.org/
440,Dr. Lukas Werenfels-Stiftung,CHE-110.294.192,Zürich,Zürich,5,3,2,2,"1,2",,"2,3,4,5,6,7,8","47.3767872,8.5329575",
441,Stiftung Naturreservat Rappentobel Meilen,CHE-111.738.926,Meilen,Zürich,2,2,2,"1,2",2,"1,2",8,"47.2693150,8.6436923",
442,Stiftung Pro Flims,CHE-101.817.636,Flims Dorf,Graubünden,2,1,2,2,"1,2",,8,"46.7736657,9.2046202",http://www.kulturfoerderung.ch/fr/address/529/
443,HHS Hildegard und Hans Schaefer Stiftung,CHE-112.163.543,Altdorf UR,Uri,6,"1,2,3","2,4",1,"1,2","1,2",,"46.8799741,8.6448585",
444,Emil-Boral-Stiftung des Schweizer Hotelier-Vereins,CHE-109.672.577,Bern,Bern,4,"1,2","1,2,4","1,2",2,2,"4,6","46.9354921,7.4363143",
445,A Little House in Africa Foundation,CHE-296.904.234,Zürich,Zürich,5,"1,2,3,4",2,2,2,,"1,2,3,4,5,6","47.3670164,8.5352212",
446,Rotary Stiftung Forch,CHE-110.112.747,Esslingen,Zürich,5,"1,2,3,4","2,4",2,2,,"4,5,6","47.2916788,8.7073776",
447,"Fondation ""TELLUS VIVA""",CHE-113.381.019,Zürich,Zürich,5,"1,2,3,4","1,2,3,4",2,2,,8,"47.3620161,8.5504983",
448,Stiftung für Werteorientierte Erziehung (SFWE),CHE-112.121.131,Aarau,Aargau,4,"1,2,3","1,2,4",2,"1,2",,"1,2,3,7","47.3943324,8.0479625",
449,Stiftung Longo Mai,CHE-112.320.570,Basel,Basel-Stadt,3,"1,2,3,4",2,2,2,,8,"47.5627741,7.5847850",https://www.prolongomai.ch/
450,Blue Diamond Foundation,CHE-416.209.476,Horgen,Zürich,5,3,2,2,2,,8,"47.2569689,8.5913493",https://bluediamondfoundation.org/en/
451,Arco Foundation,CHE-112.405.433,Zürich,Zürich,5,,,"1,2",2,1,"1,2,3,7","47.3711126,8.5278729",http://www.arco-foundation.ch/
452,Munay Foundation,CHE-460.497.385,Arosa,Graubünden,5,"1,3","2,5",2,2,,8,"46.7822360,9.6799330",http://munayfoundation.org/stiftungsrat/
453,Dora und Walter Rykart Stiftung,CHE-367.503.224,Bern,Bern,5,"1,2,3,4","1,2,4",1,1,"1,2",,"46.9390650,7.4468540",
454,"""baiji.org"" foundation",CHE-111.985.703,Zürich,Zürich,5,"2,3","1,2","1,2",2,"1,2",8,"47.3598874,8.5518097",
455,Credis Stiftung,CHE-282.955.082,Pfäffikon SZ,Schwyz,4,1,"4,5",2,"1,2",,"2,3,4,5,6","47.2014543,8.7766172",http://credis-stiftung.ch/
456,Avenira Stiftung,CHE-107.974.010,Luzern,Luzern,5,"1,2,3,4",2,"1,2","1,2","1,2","2,3,4,5,6,7,8","47.0477525,8.3051432",
457,Fondation Addax et Oryx (Addax and Oryx Foundation),CHE-113.990.537,Genève,Genève,5,3,2,2,2,,8,"46.1929970,6.1523326",http://www.addax-oryx-foundation.org
458,Lindt Chocolate Competence Foundation,CHE-356.778.969,Kilchberg ZH,Zürich,4,"1,2,3,4","2,4","1,2",2,"1,2","4,5,6,8","47.3180696,8.5526154",
459,Stiftung Stein,CHE-110.442.883,Schwyz,Schwyz,5,"1,2","2,4","1,2","1,2","1,2","5,6","47.0221793,8.6472525",
460,Stiftung zur Förderung der appenzell-ausserrhodischen Wirtschaft,CHE-108.492.021,Herisau,Appenzell Ausserrhoden,3,4,"1,2",1,"1,2","3,4,5,6",,"47.3927761,9.2822373",http://wirtschaftar.ch/de/home
461,The New Economic School Foundation,CHE-113.684.342,Sarnen,Obwalden,5,"1,2","1,4","1,2","1,2","1,2",5,"46.8965774,8.2506389",
462,BERNARD VAN LEER STIFTUNG LUZERN,CHE-101.764.744,Luzern,Luzern,3,3,1,2,2,,8,"47.0540097,8.3096367",https://bernardvanleer.org/
463,"Stiftung für Bevölkerung, Migration und Umwelt (BMU)",CHE-110.395.166,Uetikon am See,Zürich,5,"1,3","1,4",1,2,2,,"47.2657856,8.6779400",http://www.bmu-foundation.ch/
